Issue,Description,text
App Store not updating apps,"Customer's App Store on their iPhone SE, purchased in May 2021, is not updating apps. They live in Buffalo and have Spectrum as their internet provider.","###Human:
generate a detailed description prompt for App Store not updating apps

###Assistant:
Customer's App Store on their iPhone SE, purchased in May 2021, is not updating apps. They live in Buffalo and have Spectrum as their internet provider."
iPhone overheating while charging,"Customer's iPhone 12, purchased in August 2022, is overheating while charging. They are located in Salt Lake City and use Comcast as their internet provider.","###Human:
generate a detailed description prompt for iPhone overheating while charging

###Assistant:
Customer's iPhone 12, purchased in August 2022, is overheating while charging. They are located in Salt Lake City and use Comcast as their internet provider."
MacBook battery draining quickly,"Customer's MacBook Pro 15-inch, purchased in September 2021, is experiencing the battery draining quickly. They reside in Baltimore and have Verizon Fios as their internet provider.","###Human:
generate a detailed description prompt for MacBook battery draining quickly

###Assistant:
Customer's MacBook Pro 15-inch, purchased in September 2021, is experiencing the battery draining quickly. They reside in Baltimore and have Verizon Fios as their internet provider."
iPad screen unresponsive to touch,"Customer's iPad Pro 12.9-inch, purchased in December 2022, is unresponsive to touch input. They live in San Jose and have AT&T as their internet provider.","###Human:
generate a detailed description prompt for iPad screen unresponsive to touch

###Assistant:
Customer's iPad Pro 12.9-inch, purchased in December 2022, is unresponsive to touch input. They live in San Jose and have AT&T as their internet provider."
Apple Watch battery not lasting all day,"Customer's Apple Watch Series 5, purchased in November 2021, is experiencing the battery not lasting all day. They are located in Raleigh and use Spectrum as their internet provider.","###Human:
generate a detailed description prompt for Apple Watch battery not lasting all day

###Assistant:
Customer's Apple Watch Series 5, purchased in November 2021, is experiencing the battery not lasting all day. They are located in Raleigh and use Spectrum as their internet provider."
Problems with iCloud syncing between devices,"Customer is experiencing issues with iCloud syncing between their Apple devices. They own a MacBook Pro 16-inch purchased in June 2023, an iPhone 13 purchased in November 2023, and an iPad Air 4 purchased in December 2022. They are located in New York City and use Spectrum as their internet provider. They have tried restarting all devices and signing out and back into iCloud, but the issue persists.","###Human:
generate a detailed description prompt for Problems with iCloud syncing between devices

###Assistant:
Customer is experiencing issues with iCloud syncing between their Apple devices. They own a MacBook Pro 16-inch purchased in June 2023, an iPhone 13 purchased in November 2023, and an iPad Air 4 purchased in December 2022. They are located in New York City and use Spectrum as their internet provider. They have tried restarting all devices and signing out and back into iCloud, but the issue persists."
Battery draining rapidly on MacBook Pro,"Customer reports that their MacBook Pro 14-inch purchased in November 2023 is experiencing rapid battery drain. They live in Los Angeles and are connected to the internet via AT&T. They have tried resetting the SMC and adjusting energy-saving settings, but the issue persists.","###Human:
generate a detailed description prompt for Battery draining rapidly on MacBook Pro

###Assistant:
Customer reports that their MacBook Pro 14-inch purchased in November 2023 is experiencing rapid battery drain. They live in Los Angeles and are connected to the internet via AT&T. They have tried resetting the SMC and adjusting energy-saving settings, but the issue persists."
iMac keyboard keys sticking,"Customer's iMac M1 purchased in August 2022 is facing issues with keyboard keys sticking intermittently. They reside in Chicago and have Xfinity as their internet provider. They have tried cleaning the keyboard and resetting the PRAM, but the issue persists.","###Human:
generate a detailed description prompt for iMac keyboard keys sticking

###Assistant:
Customer's iMac M1 purchased in August 2022 is facing issues with keyboard keys sticking intermittently. They reside in Chicago and have Xfinity as their internet provider. They have tried cleaning the keyboard and resetting the PRAM, but the issue persists."
Unable to download apps from the Mac App Store,"Customer's iMac Pro purchased in January 2022 is unable to download apps from the Mac App Store. They live in Houston and are connected to the internet via Verizon. They have tried signing out and back into the App Store, but the issue persists.","###Human:
generate a detailed description prompt for Unable to download apps from the Mac App Store

###Assistant:
Customer's iMac Pro purchased in January 2022 is unable to download apps from the Mac App Store. They live in Houston and are connected to the internet via Verizon. They have tried signing out and back into the App Store, but the issue persists."
Apple Watch not accurately tracking sleep data,"Customer's Apple Watch Series 6 purchased in October 2023 is not accurately tracking sleep data. They are located in Miami and use Cox Communications as their internet provider. They have tried restarting the watch and adjusting sleep tracking settings, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch not accurately tracking sleep data

###Assistant:
Customer's Apple Watch Series 6 purchased in October 2023 is not accurately tracking sleep data. They are located in Miami and use Cox Communications as their internet provider. They have tried restarting the watch and adjusting sleep tracking settings, but the issue persists."
iCloud backup not completing on iPhone,"Customer's iPhone 12 Mini purchased in April 2023 is unable to complete iCloud backups. They reside in San Francisco and have Google Fiber as their internet provider. They have tried resetting network settings and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for iCloud backup not completing on iPhone

###Assistant:
Customer's iPhone 12 Mini purchased in April 2023 is unable to complete iCloud backups. They reside in San Francisco and have Google Fiber as their internet provider. They have tried resetting network settings and updating to the latest iOS version, but the issue persists."
Unable to stream content on Apple Music,"Customer is unable to stream content on their Apple Music subscription. They live in Seattle and are connected to the internet via CenturyLink. They have tried reinstalling the Apple Music app and resetting network settings, but the issue persists.","###Human:
generate a detailed description prompt for Unable to stream content on Apple Music

###Assistant:
Customer is unable to stream content on their Apple Music subscription. They live in Seattle and are connected to the internet via CenturyLink. They have tried reinstalling the Apple Music app and resetting network settings, but the issue persists."
MacBook Pro screen not responding to touch,"Customer's MacBook Pro screen becomes unresponsive to touch input. They reside in Boston and have Comcast as their internet provider. They have tried resetting the NVRAM and reinstalling macOS, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro screen not responding to touch

###Assistant:
Customer's MacBook Pro screen becomes unresponsive to touch input. They reside in Boston and have Comcast as their internet provider. They have tried resetting the NVRAM and reinstalling macOS, but the issue persists."
iMac overheating during use,"Customer's iMac Pro purchased in March 2022 is overheating frequently. They live in Austin and are connected to the internet via Spectrum. They have tried cleaning the vents and resetting SMC, but the issue persists.","###Human:
generate a detailed description prompt for iMac overheating during use

###Assistant:
Customer's iMac Pro purchased in March 2022 is overheating frequently. They live in Austin and are connected to the internet via Spectrum. They have tried cleaning the vents and resetting SMC, but the issue persists."
iPad apps crashing frequently,"Customer's iPad Air 3 purchased in September 2021 is facing frequent app crashes. They are located in Denver and use AT&T as their internet provider. They have tried closing background apps and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for iPad apps crashing frequently

###Assistant:
Customer's iPad Air 3 purchased in September 2021 is facing frequent app crashes. They are located in Denver and use AT&T as their internet provider. They have tried closing background apps and updating to the latest iOS version, but the issue persists."
Apple Music playlist not syncing with iTunes,"Customer's Apple Music playlists are not syncing with iTunes on their MacBook Pro 16-inch purchased in July 2021. They reside in Philadelphia and have Verizon Fios as their internet provider. They have tried signing out and back into iTunes, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music playlist not syncing with iTunes

###Assistant:
Customer's Apple Music playlists are not syncing with iTunes on their MacBook Pro 16-inch purchased in July 2021. They reside in Philadelphia and have Verizon Fios as their internet provider. They have tried signing out and back into iTunes, but the issue persists."
AirPods not connecting to MacBook Air,"Customer's AirPods Pro purchased in August 2021 are not connecting to their MacBook Air purchased in November 2022. They live in Phoenix and are connected to the internet via Cox Communications. They have tried resetting the AirPods and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for AirPods not connecting to MacBook Air

###Assistant:
Customer's AirPods Pro purchased in August 2021 are not connecting to their MacBook Air purchased in November 2022. They live in Phoenix and are connected to the internet via Cox Communications. They have tried resetting the AirPods and updating macOS, but the issue persists."
iTunes not recognizing iPod,"Customer's iTunes on their MacBook Pro 16-inch purchased in February 2022 is not recognizing their iPod Classic purchased in September 2023. They are located in Dallas and have AT&T as their internet provider. They have tried reinstalling iTunes and updating the iPod software, but the issue persists.","###Human:
generate a detailed description prompt for iTunes not recognizing iPod

###Assistant:
Customer's iTunes on their MacBook Pro 16-inch purchased in February 2022 is not recognizing their iPod Classic purchased in September 2023. They are located in Dallas and have AT&T as their internet provider. They have tried reinstalling iTunes and updating the iPod software, but the issue persists."
MacBook Air won't power on,"Customer's MacBook Air 13-inch purchased in June 2023 is not turning on. They reside in Atlanta and are connected to the internet via Xfinity. They have tried charging with a different adapter and resetting the SMC, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Air won't power on

###Assistant:
Customer's MacBook Air 13-inch purchased in June 2023 is not turning on. They reside in Atlanta and are connected to the internet via Xfinity. They have tried charging with a different adapter and resetting the SMC, but the issue persists."
Safari browser crashing on Mac,"Customer's Safari browser on their iMac purchased in October 2023 is crashing frequently. They live in Detroit and have Spectrum as their internet provider. They have tried clearing browser cache and resetting Safari settings, but the issue persists.","###Human:
generate a detailed description prompt for Safari browser crashing on Mac

###Assistant:
Customer's Safari browser on their iMac purchased in October 2023 is crashing frequently. They live in Detroit and have Spectrum as their internet provider. They have tried clearing browser cache and resetting Safari settings, but the issue persists."
iCloud Drive files missing on iPhone,"Customer reports missing files in their iCloud Drive on their iPhone 13 Pro Max purchased in August 2022. They are located in Minneapolis and use CenturyLink as their internet provider. They have tried disabling and re-enabling iCloud Drive, but the issue persists.","###Human:
generate a detailed description prompt for iCloud Drive files missing on iPhone

###Assistant:
Customer reports missing files in their iCloud Drive on their iPhone 13 Pro Max purchased in August 2022. They are located in Minneapolis and use CenturyLink as their internet provider. They have tried disabling and re-enabling iCloud Drive, but the issue persists."
Apple TV remote not pairing,"Customer's Apple TV HD purchased in September 2021 is experiencing issues with the remote not pairing properly. They reside in Las Vegas and are connected to the internet via Cox Communications. They have tried unpairing and repairing the remote, but the issue persists.","###Human:
generate a detailed description prompt for Apple TV remote not pairing

###Assistant:
Customer's Apple TV HD purchased in September 2021 is experiencing issues with the remote not pairing properly. They reside in Las Vegas and are connected to the internet via Cox Communications. They have tried unpairing and repairing the remote, but the issue persists."
iMac camera not focusing,"Customer's iMac Pro purchased in March 2020 is having trouble focusing the camera. They live in Charlotte and have AT&T as their internet provider. They have tried adjusting camera settings and restarting the iMac, but the issue persists.","###Human:
generate a detailed description prompt for iMac camera not focusing

###Assistant:
Customer's iMac Pro purchased in March 2020 is having trouble focusing the camera. They live in Charlotte and have AT&T as their internet provider. They have tried adjusting camera settings and restarting the iMac, but the issue persists."
MacBook Pro trackpad not clicking,"Customer's MacBook Pro 16-inch purchased in April 2021 is facing issues with the trackpad not clicking consistently. They reside in San Antonio and have Verizon Fios as their internet provider. They have tried adjusting trackpad settings and resetting SMC, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro trackpad not clicking

###Assistant:
Customer's MacBook Pro 16-inch purchased in April 2021 is facing issues with the trackpad not clicking consistently. They reside in San Antonio and have Verizon Fios as their internet provider. They have tried adjusting trackpad settings and resetting SMC, but the issue persists."
iPad Pro screen flickering,"Customer's iPad Pro 12.9-inch purchased in November 2021 is experiencing screen flickering. They are located in Portland and use Comcast as their internet provider. They have tried updating to the latest iOS version and resetting display settings, but the issue persists.","###Human:
generate a detailed description prompt for iPad Pro screen flickering

###Assistant:
Customer's iPad Pro 12.9-inch purchased in November 2021 is experiencing screen flickering. They are located in Portland and use Comcast as their internet provider. They have tried updating to the latest iOS version and resetting display settings, but the issue persists."
Apple Music not playing offline on Mac,"Customer's Apple Music subscription is not allowing them to play songs offline on their Mac Mini purchased in July 2020. They live in Orlando and are connected to the internet via Spectrum. They have tried reinstalling Apple Music and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music not playing offline on Mac

###Assistant:
Customer's Apple Music subscription is not allowing them to play songs offline on their Mac Mini purchased in July 2020. They live in Orlando and are connected to the internet via Spectrum. They have tried reinstalling Apple Music and updating macOS, but the issue persists."
Face ID not working on iPad,"Customer's Face ID on their iPad Pro 11-inch purchased in April 2022 is not working properly. They reside in Tampa and have Xfinity as their internet provider. They have tried resetting Face ID and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for Face ID not working on iPad

###Assistant:
Customer's Face ID on their iPad Pro 11-inch purchased in April 2022 is not working properly. They reside in Tampa and have Xfinity as their internet provider. They have tried resetting Face ID and updating to the latest iOS version, but the issue persists."
iCloud Photo Library not updating on MacBook,"Customer's iCloud Photo Library on their MacBook Pro 14-inch purchased in December 2022 is not updating. They are located in Sacramento and use AT&T as their internet provider. They have tried signing out and back into iCloud, but the issue persists.","###Human:
generate a detailed description prompt for iCloud Photo Library not updating on MacBook

###Assistant:
Customer's iCloud Photo Library on their MacBook Pro 14-inch purchased in December 2022 is not updating. They are located in Sacramento and use AT&T as their internet provider. They have tried signing out and back into iCloud, but the issue persists."
Apple Watch not receiving notifications,"Customer's Apple Watch Series 5 purchased in November 2021 is not receiving notifications properly. They live in Pittsburgh and have Verizon Fios as their internet provider. They have tried restarting the watch and resetting notification settings, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch not receiving notifications

###Assistant:
Customer's Apple Watch Series 5 purchased in November 2021 is not receiving notifications properly. They live in Pittsburgh and have Verizon Fios as their internet provider. They have tried restarting the watch and resetting notification settings, but the issue persists."
MacBook not ringing for FaceTime calls,"Customer's MacBook Pro 15-inch purchased in January 2023 is not ringing for FaceTime calls. They reside in St. Louis and are connected to the internet via Comcast. They have tried updating FaceTime settings and reinstalling macOS, but the issue persists.","###Human:
generate a detailed description prompt for MacBook not ringing for FaceTime calls

###Assistant:
Customer's MacBook Pro 15-inch purchased in January 2023 is not ringing for FaceTime calls. They reside in St. Louis and are connected to the internet via Comcast. They have tried updating FaceTime settings and reinstalling macOS, but the issue persists."
iMac screen turning black randomly,"Customer's iMac 27-inch purchased in May 2022 is experiencing the screen turning black randomly. They are located in Cincinnati and use Spectrum as their internet provider. They have tried adjusting display settings and resetting SMC, but the issue persists.","###Human:
generate a detailed description prompt for iMac screen turning black randomly

###Assistant:
Customer's iMac 27-inch purchased in May 2022 is experiencing the screen turning black randomly. They are located in Cincinnati and use Spectrum as their internet provider. They have tried adjusting display settings and resetting SMC, but the issue persists."
iPad not charging,"Customer's iPad 10.2-inch purchased in October 2021 is not charging properly. They live in Honolulu and have Hawaiian Telcom as their internet provider. They have tried using a different charging cable and resetting the iPad, but the issue persists.","###Human:
generate a detailed description prompt for iPad not charging

###Assistant:
Customer's iPad 10.2-inch purchased in October 2021 is not charging properly. They live in Honolulu and have Hawaiian Telcom as their internet provider. They have tried using a different charging cable and resetting the iPad, but the issue persists."
Apple TV not connecting to Bluetooth,"Customer's Apple TV 4K purchased in February 2022 is unable to connect to Bluetooth devices. They reside in Milwaukee and are connected to the internet via AT&T. They have tried resetting Bluetooth settings and updating tvOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple TV not connecting to Bluetooth

###Assistant:
Customer's Apple TV 4K purchased in February 2022 is unable to connect to Bluetooth devices. They reside in Milwaukee and are connected to the internet via AT&T. They have tried resetting Bluetooth settings and updating tvOS, but the issue persists."
iTunes Store purchases not downloading on iPhone,"Customer's iTunes Store purchases are not downloading on their iPhone 12 Pro Max purchased in July 2023. They are located in Kansas City and use Spectrum as their internet provider. They have tried signing out and back into iTunes Store, but the issue persists.","###Human:
generate a detailed description prompt for iTunes Store purchases not downloading on iPhone

###Assistant:
Customer's iTunes Store purchases are not downloading on their iPhone 12 Pro Max purchased in July 2023. They are located in Kansas City and use Spectrum as their internet provider. They have tried signing out and back into iTunes Store, but the issue persists."
iPhone speaker not working during calls,"Customer's iPhone XS Max purchased in March 2023 is experiencing issues with the speaker not working during calls. They live in Richmond and have Xfinity as their internet provider. They have tried restarting the iPhone and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for iPhone speaker not working during calls

###Assistant:
Customer's iPhone XS Max purchased in March 2023 is experiencing issues with the speaker not working during calls. They live in Richmond and have Xfinity as their internet provider. They have tried restarting the iPhone and updating to the latest iOS version, but the issue persists."
iMessage not syncing across devices,"Customer's iMessage is not syncing across their devices. They reside in Oklahoma City and use Cox Communications as their internet provider. They have tried signing out and back into iMessage, but the issue persists.","###Human:
generate a detailed description prompt for iMessage not syncing across devices

###Assistant:
Customer's iMessage is not syncing across their devices. They reside in Oklahoma City and use Cox Communications as their internet provider. They have tried signing out and back into iMessage, but the issue persists."
MacBook Pro fan running loudly,"Customer's MacBook Pro 13-inch purchased in June 2022 is experiencing the fan running loudly. They reside in New Orleans and have Cox Communications as their internet provider. They have tried resetting SMC and cleaning the fan vents, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro fan running loudly

###Assistant:
Customer's MacBook Pro 13-inch purchased in June 2022 is experiencing the fan running loudly. They reside in New Orleans and have Cox Communications as their internet provider. They have tried resetting SMC and cleaning the fan vents, but the issue persists."
iPad apps freezing frequently,"Customer's iPad Mini 6th Gen purchased in April 2022 is facing issues with apps freezing. They are located in Memphis and use Comcast as their internet provider. They have tried closing background apps and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for iPad apps freezing frequently

###Assistant:
Customer's iPad Mini 6th Gen purchased in April 2022 is facing issues with apps freezing. They are located in Memphis and use Comcast as their internet provider. They have tried closing background apps and updating to the latest iOS version, but the issue persists."
Apple Music not recognizing subscribed account,"Customer's Apple Music subscription is not recognizing their account on their iPhone 11 Pro Max purchased in December 2019. They live in Louisville and have Spectrum as their internet provider. They have tried signing out and back into Apple Music, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music not recognizing subscribed account

###Assistant:
Customer's Apple Music subscription is not recognizing their account on their iPhone 11 Pro Max purchased in December 2019. They live in Louisville and have Spectrum as their internet provider. They have tried signing out and back into Apple Music, but the issue persists."
AirPods case not charging properly,"Customer reports that their AirPods case purchased in January 2023 is not charging properly. They reside in Albuquerque and are connected to the internet via CenturyLink. They have tried using a different charging cable and resetting the AirPods, but the issue persists.","###Human:
generate a detailed description prompt for AirPods case not charging properly

###Assistant:
Customer reports that their AirPods case purchased in January 2023 is not charging properly. They reside in Albuquerque and are connected to the internet via CenturyLink. They have tried using a different charging cable and resetting the AirPods, but the issue persists."
App Store not loading on Mac,"Customer's App Store is not loading on their Mac Mini purchased in May 2021. They live in Buffalo and have Spectrum as their internet provider. They have tried clearing App Store cache and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for App Store not loading on Mac

###Assistant:
Customer's App Store is not loading on their Mac Mini purchased in May 2021. They live in Buffalo and have Spectrum as their internet provider. They have tried clearing App Store cache and updating macOS, but the issue persists."
iPhone overheating during usage,"Customer's iPhone 12 purchased in August 2022 is overheating during usage. They are located in Salt Lake City and use Comcast as their internet provider. They have tried removing the case and restoring factory settings, but the issue persists.","###Human:
generate a detailed description prompt for iPhone overheating during usage

###Assistant:
Customer's iPhone 12 purchased in August 2022 is overheating during usage. They are located in Salt Lake City and use Comcast as their internet provider. They have tried removing the case and restoring factory settings, but the issue persists."
MacBook battery not charging past 80%,"Customer's MacBook Pro 15-inch purchased in September 2021 is experiencing issues with the battery not charging past 80%. They reside in Baltimore and have Verizon Fios as their internet provider. They have tried resetting SMC and using a different power adapter, but the issue persists.","###Human:
generate a detailed description prompt for MacBook battery not charging past 80%

###Assistant:
Customer's MacBook Pro 15-inch purchased in September 2021 is experiencing issues with the battery not charging past 80%. They reside in Baltimore and have Verizon Fios as their internet provider. They have tried resetting SMC and using a different power adapter, but the issue persists."
iPad screen unresponsive to touch,"Customer's iPad Pro 12.9-inch purchased in December 2022 is experiencing the screen being unresponsive to touch input. They live in San Jose and have AT&T as their internet provider. They have tried updating to the latest iOS version and calibrating the touchscreen, but the issue persists.","###Human:
generate a detailed description prompt for iPad screen unresponsive to touch

###Assistant:
Customer's iPad Pro 12.9-inch purchased in December 2022 is experiencing the screen being unresponsive to touch input. They live in San Jose and have AT&T as their internet provider. They have tried updating to the latest iOS version and calibrating the touchscreen, but the issue persists."
Apple Watch battery draining quickly,"Customer's Apple Watch Series 5 purchased in November 2021 is experiencing rapid battery draining. They are located in Raleigh and use Spectrum as their internet provider. They have tried restarting the watch and disabling unnecessary features, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch battery draining quickly

###Assistant:
Customer's Apple Watch Series 5 purchased in November 2021 is experiencing rapid battery draining. They are located in Raleigh and use Spectrum as their internet provider. They have tried restarting the watch and disabling unnecessary features, but the issue persists."
iPhone screen displaying purple tint,"Customer's iPhone 12 Pro, purchased in September 2023, is displaying a purple tint on the screen. They reside in Los Angeles and use AT&T as their carrier. They have tried resetting display settings and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for iPhone screen displaying purple tint

###Assistant:
Customer's iPhone 12 Pro, purchased in September 2023, is displaying a purple tint on the screen. They reside in Los Angeles and use AT&T as their carrier. They have tried resetting display settings and updating to the latest iOS version, but the issue persists."
MacBook Pro crashing when running certain applications,"Customer's MacBook Pro 16-inch, purchased in February 2023, is crashing when running certain applications. They live in Chicago and are connected to the internet via Xfinity. They have tried reinstalling the applications and updating macOS, but the issue persists.","###Human:
generate a detailed description prompt for MacBook Pro crashing when running certain applications

###Assistant:
Customer's MacBook Pro 16-inch, purchased in February 2023, is crashing when running certain applications. They live in Chicago and are connected to the internet via Xfinity. They have tried reinstalling the applications and updating macOS, but the issue persists."
iMac mouse not working after macOS update,"Customer's iMac 27-inch, purchased in November 2021, is experiencing issues with the mouse not working after a macOS update. They reside in Houston and have Spectrum as their internet provider. They have tried resetting the SMC and reinstalling the mouse drivers, but the issue persists.","###Human:
generate a detailed description prompt for iMac mouse not working after macOS update

###Assistant:
Customer's iMac 27-inch, purchased in November 2021, is experiencing issues with the mouse not working after a macOS update. They reside in Houston and have Spectrum as their internet provider. They have tried resetting the SMC and reinstalling the mouse drivers, but the issue persists."
Unable to download updates on iPad Pro,"Customer's iPad Pro 11-inch, purchased in August 2022, is unable to download updates. They live in San Francisco and are connected to the internet via Google Fiber. They have tried resetting network settings and updating via iTunes, but the issue persists.","###Human:
generate a detailed description prompt for Unable to download updates on iPad Pro

###Assistant:
Customer's iPad Pro 11-inch, purchased in August 2022, is unable to download updates. They live in San Francisco and are connected to the internet via Google Fiber. They have tried resetting network settings and updating via iTunes, but the issue persists."
Apple Watch not syncing workout data with iPhone,"Customer's Apple Watch Series 7, purchased in October 2023, is not syncing workout data with their iPhone. They are located in Miami and use Cox Communications as their internet provider. They have tried restarting both devices and updating to the latest watchOS version, but the issue persists.","###Human:
generate a detailed description prompt for Apple Watch not syncing workout data with iPhone

###Assistant:
Customer's Apple Watch Series 7, purchased in October 2023, is not syncing workout data with their iPhone. They are located in Miami and use Cox Communications as their internet provider. They have tried restarting both devices and updating to the latest watchOS version, but the issue persists."
iCloud backup stuck on MacBook Pro,"Customer's MacBook Pro M1, purchased in December 2022, is stuck during iCloud backup. They reside in Seattle and have CenturyLink as their internet provider. They have tried signing out and back into iCloud, but the issue persists.","###Human:
generate a detailed description prompt for iCloud backup stuck on MacBook Pro

###Assistant:
Customer's MacBook Pro M1, purchased in December 2022, is stuck during iCloud backup. They reside in Seattle and have CenturyLink as their internet provider. They have tried signing out and back into iCloud, but the issue persists."
Unable to access Apple Music subscription,"Customer is unable to access their Apple Music subscription. They live in Boston and are connected to the internet via Comcast. They have tried reinstalling the Music app and updating to the latest iOS version, but the issue persists.","###Human:
generate a detailed description prompt for Unable to access Apple Music subscription

###Assistant:
Customer is unable to access their Apple Music subscription. They live in Boston and are connected to the internet via Comcast. They have tried reinstalling the Music app and updating to the latest iOS version, but the issue persists."
MacBook keyboard keys typing multiple characters,"Customer's MacBook Air 13-inch, purchased in March 2022, is experiencing issues with keyboard keys typing multiple characters. They reside in Austin and have Verizon Fios as their internet provider. They have tried cleaning the keyboard and resetting keyboard settings, but the issue persists.","###Human:
generate a detailed description prompt for MacBook keyboard keys typing multiple characters

###Assistant:
Customer's MacBook Air 13-inch, purchased in March 2022, is experiencing issues with keyboard keys typing multiple characters. They reside in Austin and have Verizon Fios as their internet provider. They have tried cleaning the keyboard and resetting keyboard settings, but the issue persists."
iMac fan making loud noise,"Customer's iMac Pro, purchased in July 2021, is making a loud noise from the fan. They are located in Denver and use AT&T as their internet provider. They have tried cleaning the fan vents and resetting SMC, but the issue persists.","###Human:
generate a detailed description prompt for iMac fan making loud noise

###Assistant:
Customer's iMac Pro, purchased in July 2021, is making a loud noise from the fan. They are located in Denver and use AT&T as their internet provider. They have tried cleaning the fan vents and resetting SMC, but the issue persists."
iPad Pro battery draining quickly after software update,"Customer's iPad Pro 12.9-inch, purchased in June 2023, is experiencing rapid battery draining after a software update. They live in Philadelphia and have Xfinity as their internet provider. They have tried recalibrating the battery and resetting all settings, but the issue persists.","###Human:
generate a detailed description prompt for iPad Pro battery draining quickly after software update

###Assistant:
Customer's iPad Pro 12.9-inch, purchased in June 2023, is experiencing rapid battery draining after a software update. They live in Philadelphia and have Xfinity as their internet provider. They have tried recalibrating the battery and resetting all settings, but the issue persists."
Apple Music playlist rearranging songs randomly,"Customer's Apple Music playlist is rearranging songs randomly. They reside in Phoenix and have Cox Communications as their internet provider. They have tried recreating the playlist and updating the Music app, but the issue persists.","###Human:
generate a detailed description prompt for Apple Music playlist rearranging songs randomly

###Assistant:
Customer's Apple Music playlist is rearranging songs randomly. They reside in Phoenix and have Cox Communications as their internet provider. They have tried recreating the playlist and updating the Music app, but the issue persists."
AirPods case not charging wirelessly,"Customer's AirPods case is not charging wirelessly. They live in Dallas and are connected to the internet via AT&T. They have tried resetting the AirPods case and updating the firmware, but the issue persists.","###Human:
generate a detailed description prompt for AirPods case not charging wirelessly

###Assistant:
Customer's AirPods case is not charging wirelessly. They live in Dallas and are connected to the internet via AT&T. They have tried resetting the AirPods case and updating the firmware, but the issue persists."
iTunes not recognizing iPhone,"Customer's iTunes on their MacBook Pro 16-inch, purchased in May 2022, is not recognizing their iPhone 13, purchased in September 2023. They are located in Atlanta and have Spectrum as their internet provider. They have tried reinstalling iTunes and updating iOS, but the issue persists.","###Human:
generate a detailed description prompt for iTunes not recognizing iPhone

###Assistant:
Customer's iTunes on their MacBook Pro 16-inch, purchased in May 2022, is not recognizing their iPhone 13, purchased in September 2023. They are located in Atlanta and have Spectrum as their internet provider. They have tried reinstalling iTunes and updating iOS, but the issue persists."
MacBook not booting up after power outage,"Customer's MacBook, purchased in April 2023, is not booting up after a power outage. They reside in Detroit and have Verizon Fios as their internet provider. They have tried resetting SMC and using a different power outlet, but the issue persists.","###Human:
generate a detailed description prompt for MacBook not booting up after power outage

###Assistant:
Customer's MacBook, purchased in April 2023, is not booting up after a power outage. They reside in Detroit and have Verizon Fios as their internet provider. They have tried resetting SMC and using a different power outlet, but the issue persists."
Safari browser crashing on iPhone,"Customer's iPhone 11, purchased in January 2022, is experiencing Safari browser crashing frequently. They live in Minneapolis and have Comcast as their internet provider. They have tried clearing browser cache and resetting network settings, but the issue persists.","###Human:
generate a detailed description prompt for Safari browser crashing on iPhone

###Assistant:
Customer's iPhone 11, purchased in January 2022, is experiencing Safari browser crashing frequently. They live in Minneapolis and have Comcast as their internet provider. They have tried clearing browser cache and resetting network settings, but the issue persists."
iCloud Drive storage full but no files visible,"Customer reports that their iCloud Drive storage is full but no files are visible on their iPhone 12 Mini, purchased in October 2021. They are located in Las Vegas and use Cox Communications as their internet provider. They have tried deleting unnecessary files and signing out and back into iCloud, but the issue persists.","###Human:
generate a detailed description prompt for iCloud Drive storage full but no files visible

###Assistant:
Customer reports that their iCloud Drive storage is full but no files are visible on their iPhone 12 Mini, purchased in October 2021. They are located in Las Vegas and use Cox Communications as their internet provider. They have tried deleting unnecessary files and signing out and back into iCloud, but the issue persists."
Apple TV not connecting to Wi-Fi network,"Customer's Apple TV 4K, purchased in September 2022, is not connecting to their Wi-Fi network. They reside in Charlotte and have AT&T as their internet provider. They have tried restarting the router and updating tvOS, but the issue persists.","###Human:
generate a detailed description prompt for Apple TV not connecting to Wi-Fi network

###Assistant:
Customer's Apple TV 4K, purchased in September 2022, is not connecting to their Wi-Fi network. They reside in Charlotte and have AT&T as their internet provider. They have tried restarting the router and updating tvOS, but the issue persists."
